id_ubigeo,departamento,provincia,distrito,nombre
1,01,00,00,AMAZONAS
2,01,01,00,CHACHAPOYAS
3,01,01,01,CHACHAPOYAS
4,01,01,02,ASUNCION
5,01,01,03,BALSAS
6,01,01,04,CHETO
7,01,01,05,CHILIQUIN
8,01,01,06,CHUQUIBAMBA
9,01,01,07,GRANADA
10,01,01,08,HUANCAS
11,01,01,09,LA JALCA
12,01,01,10,LEIMEBAMBA
13,01,01,11,LEVANTO
14,01,01,12,MAGDALENA
15,01,01,13,MARISCAL CASTILLA
16,01,01,14,MOLINOPAMPA
17,01,01,15,MONTEVIDEO
18,01,01,16,OLLEROS
19,01,01,17,QUINJALCA
20,01,01,18,SAN FRANCISCO DE DAGUAS
21,01,01,19,SAN ISIDRO DE MAINO
22,01,01,20,SOLOCO
23,01,01,21,SONCHE
24,01,02,00,BAGUA
25,01,02,01,BAGUA
26,01,02,02,ARAMANGO
27,01,02,03,COPALLIN
28,01,02,04,EL PARCO
29,01,02,05,IMAZA
30,01,02,06,LA PECA
31,01,03,00,BONGARA
32,01,03,01,JUMBILLA
33,01,03,02,CHISQUILLA
34,01,03,03,CHURUJA
35,01,03,04,COROSHA
36,01,03,05,CUISPES
37,01,03,06,FLORIDA
38,01,03,07,JAZÁN
39,01,03,08,RECTA
40,01,03,09,SAN CARLOS
41,01,03,10,SHIPASBAMBA
42,01,03,11,VALERA
43,01,03,12,YAMBRASBAMBA
44,01,04,00,CONDORCANQUI
45,01,04,01,NIEVA
46,01,04,02,EL CENEPA
47,01,04,03,RIO SANTIAGO
48,01,05,00,LUYA
49,01,05,01,LAMUD
50,01,05,02,CAMPORREDONDO
51,01,05,03,COCABAMBA
52,01,05,04,COLCAMAR
53,01,05,05,CONILA
54,01,05,06,INGUILPATA
55,01,05,07,LONGUITA
56,01,05,08,LONYA CHICO
57,01,05,09,LUYA
58,01,05,10,LUYA VIEJO
59,01,05,11,MARIA
60,01,05,12,OCALLI
61,01,05,13,OCUMAL
62,01,05,14,PISUQUIA
63,01,05,15,PROVIDENCIA
64,01,05,16,SAN CRISTOBAL
65,01,05,17,SAN FRANCISCO DEL YESO
66,01,05,18,SAN JERONIMO
67,01,05,19,SAN JUAN DE LOPECANCHA
68,01,05,20,SANTA CATALINA
69,01,05,21,SANTO TOMAS
70,01,05,22,TINGO
71,01,05,23,TRITA
72,01,06,00,RODRIGUEZ DE MENDOZA
73,01,06,01,SAN NICOLAS
74,01,06,02,CHIRIMOTO
75,01,06,03,COCHAMAL
76,01,06,04,HUAMBO
77,01,06,05,LIMABAMBA
78,01,06,06,LONGAR
79,01,06,07,MARISCAL BENAVIDES
80,01,06,08,MILPUC
81,01,06,09,OMIA
82,01,06,10,SANTA ROSA
83,01,06,11,TOTORA
84,01,06,12,VISTA ALEGRE
85,01,07,00,UTCUBAMBA
86,01,07,01,BAGUA GRANDE
87,01,07,02,CAJARURO
88,01,07,03,CUMBA
89,01,07,04,EL MILAGRO
90,01,07,05,JAMALCA
91,01,07,06,LONYA GRANDE
92,01,07,07,YAMON
93,02,00,00,ANCASH
94,02,01,00,HUARAZ
95,02,01,01,HUARAZ
96,02,01,02,COCHABAMBA
97,02,01,03,COLCABAMBA
98,02,01,04,HUANCHAY
99,02,01,05,INDEPENDENCIA
100,02,01,06,JANGAS
101,02,01,07,LA LIBERTAD
102,02,01,08,OLLEROS
103,02,01,09,PAMPAS
104,02,01,10,PARIACOTO
105,02,01,11,PIRA
106,02,01,12,TARICA
107,02,02,00,AIJA
108,02,02,01,AIJA
109,02,02,02,CORIS
110,02,02,03,HUACLLAN
111,02,02,04,LA MERCED
112,02,02,05,SUCCHA
113,02,03,00,ANTONIO RAYMONDI
114,02,03,01,LLAMELLIN
115,02,03,02,ACZO
116,02,03,03,CHACCHO
117,02,03,04,CHINGAS
118,02,03,05,MIRGAS
119,02,03,06,SAN JUAN DE RONTOY
120,02,04,00,ASUNCION
121,02,04,01,CHACAS
122,02,04,02,ACOCHACA
123,02,05,00,BOLOGNESI
124,02,05,01,CHIQUIAN
125,02,05,02,ABELARDO PARDO LEZAMETA
126,02,05,03,ANTONIO RAYMONDI
127,02,05,04,AQUIA
128,02,05,05,CAJACAY
129,02,05,06,CANIS
130,02,05,07,COLQUIOC
131,02,05,08,HUALLANCA
132,02,05,09,HUASTA
133,02,05,10,HUAYLLACAYAN
134,02,05,11,LA PRIMAVERA
135,02,05,12,MANGAS
136,02,05,13,PACLLON
137,02,05,14,SAN MIGUEL DE CORPANQUI
138,02,05,15,TICLLOS
139,02,06,00,CARHUAZ
140,02,06,01,CARHUAZ
141,02,06,02,ACOPAMPA
142,02,06,03,AMASHCA
143,02,06,04,ANTA
144,02,06,05,ATAQUERO
145,02,06,06,MARCARA
146,02,06,07,PARIAHUANCA
147,02,06,08,SAN MIGUEL DE ACO
148,02,06,09,SHILLA
149,02,06,10,TINCO
150,02,06,11,YUNGAR
151,02,07,00,CARLOS FERMIN FITZCARRALD
152,02,07,01,SAN LUIS
153,02,07,02,SAN NICOLAS
154,02,07,03,YAUYA
155,02,08,00,CASMA
156,02,08,01,CASMA
157,02,08,02,BUENA VISTA ALTA
158,02,08,03,COMANDANTE NOEL
159,02,08,04,YAUTAN
160,02,09,00,CORONGO
161,02,09,01,CORONGO
162,02,09,02,ACO
163,02,09,03,BAMBAS
164,02,09,04,CUSCA
165,02,09,05,LA PAMPA
166,02,09,06,YANAC
167,02,09,07,YUPAN
168,02,10,00,HUARI
169,02,10,01,HUARI
170,02,10,02,ANRA
171,02,10,03,CAJAY
172,02,10,04,CHAVIN DE HUANTAR
173,02,10,05,HUACACHI
174,02,10,06,HUACCHIS
175,02,10,07,HUACHIS
176,02,10,08,HUANTAR
177,02,10,09,MASIN
178,02,10,10,PAUCAS
179,02,10,11,PONTO
180,02,10,12,RAHUAPAMPA
181,02,10,13,RAPAYAN
182,02,10,14,SAN MARCOS
183,02,10,15,SAN PEDRO DE CHANA
184,02,10,16,UCO
185,02,11,00,HUARMEY
186,02,11,01,HUARMEY
187,02,11,02,COCHAPETI
188,02,11,03,CULEBRAS
189,02,11,04,HUAYAN
190,02,11,05,MALVAS
191,02,12,00,HUAYLAS
192,02,12,01,CARAZ
193,02,12,02,HUALLANCA
194,02,12,03,HUATA
195,02,12,04,HUAYLAS
196,02,12,05,MATO
197,02,12,06,PAMPAROMAS
198,02,12,07,PUEBLO LIBRE
199,02,12,08,SANTA CRUZ
200,02,12,09,SANTO TORIBIO
201,02,12,10,YURACMARCA
202,02,13,00,MARISCAL LUZURIAGA
203,02,13,01,PISCOBAMBA
204,02,13,02,CASCA
205,02,13,03,ELEAZAR GUZMAN BARRON
206,02,13,04,FIDEL OLIVAS ESCUDERO
207,02,13,05,LLAMA
208,02,13,06,LLUMPA
209,02,13,07,LUCMA
210,02,13,08,MUSGA
211,02,14,00,OCROS
212,02,14,01,OCROS
213,02,14,02,ACAS
214,02,14,03,CAJAMARQUILLA
215,02,14,04,CARHUAPAMPA
216,02,14,05,COCHAS
217,02,14,06,CONGAS
218,02,14,07,LLIPA
219,02,14,08,SAN CRISTOBAL DE RAJAN
220,02,14,09,SAN PEDRO
221,02,14,10,SANTIAGO DE CHILCAS
222,02,15,00,PALLASCA
223,02,15,01,CABANA
224,02,15,02,BOLOGNESI
225,02,15,03,CONCHUCOS
226,02,15,04,HUACASCHUQUE
227,02,15,05,HUANDOVAL
228,02,15,06,LACABAMBA
229,02,15,07,LLAPO
230,02,15,08,PALLASCA
231,02,15,09,PAMPAS
232,02,15,10,SANTA ROSA
233,02,15,11,TAUCA
234,02,16,00,POMABAMBA
235,02,16,01,POMABAMBA
236,02,16,02,HUAYLLAN
237,02,16,03,PAROBAMBA
238,02,16,04,QUINUABAMBA
239,02,17,00,RECUAY
240,02,17,01,RECUAY
241,02,17,02,CATAC
242,02,17,03,COTAPARACO
243,02,17,04,HUAYLLAPAMPA
244,02,17,05,LLACLLIN
245,02,17,06,MARCA
246,02,17,07,PAMPAS CHICO
247,02,17,08,PARARIN
248,02,17,09,TAPACOCHA
249,02,17,10,TICAPAMPA
250,02,18,00,SANTA
251,02,18,01,CHIMBOTE
252,02,18,02,CACERES DEL PERU
253,02,18,03,COISHCO
254,02,18,04,MACATE
255,02,18,05,MORO
256,02,18,06,NEPEÑA
257,02,18,07,SAMANCO
258,02,18,08,SANTA
259,02,18,09,NUEVO CHIMBOTE
260,02,19,00,SIHUAS
261,02,19,01,SIHUAS
262,02,19,02,ACOBAMBA
263,02,19,03,ALFONSO UGARTE
264,02,19,04,CASHAPAMPA
265,02,19,05,CHINGALPO
266,02,19,06,HUAYLLABAMBA
267,02,19,07,QUICHES
268,02,19,08,RAGASH
269,02,19,09,SAN JUAN
270,02,19,10,SICSIBAMBA
271,02,20,00,YUNGAY
272,02,20,01,YUNGAY
273,02,20,02,CASCAPARA
274,02,20,03,MANCOS
275,02,20,04,MATACOTO
276,02,20,05,QUILLO
277,02,20,06,RANRAHIRCA
278,02,20,07,SHUPLUY
279,02,20,08,YANAMA
280,03,00,00,APURIMAC
281,03,01,00,ABANCAY
282,03,01,01,ABANCAY
283,03,01,02,CHACOCHE
284,03,01,03,CIRCA
285,03,01,04,CURAHUASI
286,03,01,05,HUANIPACA
287,03,01,06,LAMBRAMA
288,03,01,07,PICHIRHUA
289,03,01,08,SAN PEDRO DE CACHORA
290,03,01,09,TAMBURCO
291,03,02,00,ANDAHUAYLAS
292,03,02,01,ANDAHUAYLAS
293,03,02,02,ANDARAPA
294,03,02,03,CHIARA
295,03,02,04,HUANCARAMA
296,03,02,05,HUANCARAY
297,03,02,06,HUAYANA
298,03,02,07,KISHUARA
299,03,02,08,PACOBAMBA
300,03,02,09,PACUCHA
301,03,02,10,PAMPACHIRI
302,03,02,11,POMACOCHA
303,03,02,12,SAN ANTONIO DE CACHI
304,03,02,13,SAN JERONIMO
305,03,02,14,SAN MIGUEL DE CHACCRAMPA
306,03,02,15,SANTA MARIA DE CHICMO
307,03,02,16,TALAVERA
308,03,02,17,TUMAY HUARACA
309,03,02,18,TURPO
310,03,02,19,KAQUIABAMBA
311,03,03,00,ANTABAMBA
312,03,03,01,ANTABAMBA
313,03,03,02,EL ORO
314,03,03,03,HUAQUIRCA
315,03,03,04,JUAN ESPINOZA MEDRANO
316,03,03,05,OROPESA
317,03,03,06,PACHACONAS
318,03,03,07,SABAINO
319,03,04,00,AYMARAES
320,03,04,01,CHALHUANCA
321,03,04,02,CAPAYA
322,03,04,03,CARAYBAMBA
323,03,04,04,CHAPIMARCA
324,03,04,05,COLCABAMBA
325,03,04,06,COTARUSE
326,03,04,07,HUAYLLO
327,03,04,08,JUSTO APU SAHUARAURA
328,03,04,09,LUCRE
329,03,04,10,POCOHUANCA
330,03,04,11,SAN JUAN DE CHACÑA
331,03,04,12,SAÑAYCA
332,03,04,13,SORAYA
333,03,04,14,TAPAIRIHUA
334,03,04,15,TINTAY
335,03,04,16,TORAYA
336,03,04,17,YANACA
337,03,05,00,COTABAMBAS
338,03,05,01,TAMBOBAMBA
339,03,05,02,COTABAMBAS
340,03,05,03,COYLLURQUI
341,03,05,04,HAQUIRA
342,03,05,05,MARA
343,03,05,06,CHALLHUAHUACHO
344,03,06,00,CHINCHEROS
345,03,06,01,CHINCHEROS
346,03,06,02,ANCO-HUALLO
347,03,06,03,COCHARCAS
348,03,06,04,HUACCANA
349,03,06,05,OCOBAMBA
350,03,06,06,ONGOY
351,03,06,07,URANMARCA
352,03,06,08,RANRACANCHA
353,03,07,00,GRAU
354,03,07,01,CHUQUIBAMBILLA
355,03,07,02,CURPAHUASI
356,03,07,03,GAMARRA
357,03,07,04,HUAYLLATI
358,03,07,05,MAMARA
359,03,07,06,MICAELA BASTIDAS
360,03,07,07,PATAYPAMPA
361,03,07,08,PROGRESO
362,03,07,09,SAN ANTONIO
363,03,07,10,SANTA ROSA
364,03,07,11,TURPAY
365,03,07,12,VILCABAMBA
366,03,07,13,VIRUNDO
367,03,07,14,CURASCO
368,04,00,00,AREQUIPA
369,04,01,00,AREQUIPA
370,04,01,01,AREQUIPA
371,04,01,02,ALTO SELVA ALEGRE
372,04,01,03,CAYMA
373,04,01,04,CERRO COLORADO
374,04,01,05,CHARACATO
375,04,01,06,CHIGUATA
376,04,01,07,JACOBO HUNTER
377,04,01,08,LA JOYA
378,04,01,09,MARIANO MELGAR
379,04,01,10,MIRAFLORES
380,04,01,11,MOLLEBAYA
381,04,01,12,PAUCARPATA
382,04,01,13,POCSI
383,04,01,14,POLOBAYA
384,04,01,15,QUEQUEÑA
385,04,01,16,SABANDIA
386,04,01,17,SACHACA
387,04,01,18,SAN JUAN DE SIGUAS
388,04,01,19,SAN JUAN DE TARUCANI
389,04,01,20,SANTA ISABEL DE SIGUAS
390,04,01,21,SANTA RITA DE SIGUAS
391,04,01,22,SOCABAYA
392,04,01,23,TIABAYA
393,04,01,24,UCHUMAYO
394,04,01,25,VITOR
395,04,01,26,YANAHUARA
396,04,01,27,YARABAMBA
397,04,01,28,YURA
398,04,01,29,JOSE LUIS BUSTAMANTE Y RIVERO
399,04,02,00,CAMANA
400,04,02,01,CAMANA
401,04,02,02,JOSE MARIA QUIMPER
402,04,02,03,MARIANO NICOLAS VALCARCEL
403,04,02,04,MARISCAL CACERES
404,04,02,05,NICOLAS DE PIEROLA
405,04,02,06,OCOÑA
406,04,02,07,QUILCA
407,04,02,08,SAMUEL PASTOR
408,04,03,00,CARAVELI
409,04,03,01,CARAVELI
410,04,03,02,ACARI
411,04,03,03,ATICO
412,04,03,04,ATIQUIPA
413,04,03,05,BELLA UNION
414,04,03,06,CAHUACHO
415,04,03,07,CHALA
416,04,03,08,CHAPARRA
417,04,03,09,HUANUHUANU
418,04,03,10,JAQUI
419,04,03,11,LOMAS
420,04,03,12,QUICACHA
421,04,03,13,YAUCA
422,04,04,00,CASTILLA
423,04,04,01,APLAO
424,04,04,02,ANDAGUA
425,04,04,03,AYO
426,04,04,04,CHACHAS
427,04,04,05,CHILCAYMARCA
428,04,04,06,CHOCO
429,04,04,07,HUANCARQUI
430,04,04,08,MACHAGUAY
431,04,04,09,ORCOPAMPA
432,04,04,10,PAMPACOLCA
433,04,04,11,TIPAN
434,04,04,12,UÑON
435,04,04,13,URACA
436,04,04,14,VIRACO
437,04,05,00,CAYLLOMA
438,04,05,01,CHIVAY
439,04,05,02,ACHOMA
440,04,05,03,CABANACONDE
441,04,05,04,CALLALLI
442,04,05,05,CAYLLOMA
443,04,05,06,COPORAQUE
444,04,05,07,HUAMBO
445,04,05,08,HUANCA
446,04,05,09,ICHUPAMPA
447,04,05,10,LARI
448,04,05,11,LLUTA
449,04,05,12,MACA
450,04,05,13,MADRIGAL
451,04,05,14,SAN ANTONIO DE CHUCA
452,04,05,15,SIBAYO
453,04,05,16,TAPAY
454,04,05,17,TISCO
455,04,05,18,TUTI
456,04,05,19,YANQUE
457,04,05,20,MAJES
458,04,06,00,CONDESUYOS
459,04,06,01,CHUQUIBAMBA
460,04,06,02,ANDARAY
461,04,06,03,CAYARANI
462,04,06,04,CHICHAS
463,04,06,05,IRAY
464,04,06,06,RIO GRANDE
465,04,06,07,SALAMANCA
466,04,06,08,YANAQUIHUA
467,04,07,00,ISLAY
468,04,07,01,MOLLENDO
469,04,07,02,COCACHACRA
470,04,07,03,DEAN VALDIVIA
471,04,07,04,ISLAY
472,04,07,05,MEJIA
473,04,07,06,PUNTA DE BOMBON
474,04,08,00,LA UNION
475,04,08,01,COTAHUASI
476,04,08,02,ALCA
477,04,08,03,CHARCANA
478,04,08,04,HUAYNACOTAS
479,04,08,05,PAMPAMARCA
480,04,08,06,PUYCA
481,04,08,07,QUECHUALLA
482,04,08,08,SAYLA
483,04,08,09,TAURIA
484,04,08,10,TOMEPAMPA
485,04,08,11,TORO
486,05,00,00,AYACUCHO
487,05,01,00,HUAMANGA
488,05,01,01,AYACUCHO
489,05,01,02,ACOCRO
490,05,01,03,ACOS VINCHOS
491,05,01,04,CARMEN ALTO
492,05,01,05,CHIARA
493,05,01,06,OCROS
494,05,01,07,PACAYCASA
495,05,01,08,QUINUA
496,05,01,09,SAN JOSE DE TICLLAS
497,05,01,10,SAN JUAN BAUTISTA
498,05,01,11,SANTIAGO DE PISCHA
499,05,01,12,SOCOS
500,05,01,13,TAMBILLO
501,05,01,14,VINCHOS
502,05,01,15,JESÚS NAZARENO
503,05,01,16,ANDRÉS AVELINO CÁCERES DORREGAY
504,05,02,00,CANGALLO
505,05,02,01,CANGALLO
506,05,02,02,CHUSCHI
507,05,02,03,LOS MOROCHUCOS
508,05,02,04,MARIA PARADO DE BELLIDO
509,05,02,05,PARAS
510,05,02,06,TOTOS
511,05,03,00,HUANCA SANCOS
512,05,03,01,SANCOS
513,05,03,02,CARAPO
514,05,03,03,SACSAMARCA
515,05,03,04,SANTIAGO DE LUCANAMARCA
516,05,04,00,HUANTA
517,05,04,01,HUANTA
518,05,04,02,AYAHUANCO
519,05,04,03,HUAMANGUILLA
520,05,04,04,IGUAIN
521,05,04,05,LURICOCHA
522,05,04,06,SANTILLANA
523,05,04,07,SIVIA
524,05,04,08,LLOCHEGUA
525,05,04,09,CANAYRE
526,05,04,10,UCHURACCAY
527,05,04,11,PUCACOLPA
528,05,05,00,LA MAR
529,05,05,01,SAN MIGUEL
530,05,05,02,ANCO
531,05,05,03,AYNA
532,05,05,04,CHILCAS
533,05,05,05,CHUNGUI
534,05,05,06,LUIS CARRANZA
535,05,05,07,SANTA ROSA
536,05,05,08,TAMBO
537,05,05,09,SAMUGARI
538,05,05,10,ANCHIHUAY
539,05,06,00,LUCANAS
540,05,06,01,PUQUIO
541,05,06,02,AUCARA
542,05,06,03,CABANA
543,05,06,04,CARMEN SALCEDO
544,05,06,05,CHAVIÑA
545,05,06,06,CHIPAO
546,05,06,07,HUAC-HUAS
547,05,06,08,LARAMATE
548,05,06,09,LEONCIO PRADO
549,05,06,10,LLAUTA
550,05,06,11,LUCANAS
551,05,06,12,OCAÑA
552,05,06,13,OTOCA
553,05,06,14,SAISA
554,05,06,15,SAN CRISTOBAL
555,05,06,16,SAN JUAN
556,05,06,17,SAN PEDRO
557,05,06,18,SAN PEDRO DE PALCO
558,05,06,19,SANCOS
559,05,06,20,SANTA ANA DE HUAYCAHUACHO
560,05,06,21,SANTA LUCIA
561,05,07,00,PARINACOCHAS
562,05,07,01,CORACORA
563,05,07,02,CHUMPI
564,05,07,03,CORONEL CASTAÑEDA
565,05,07,04,PACAPAUSA
566,05,07,05,PULLO
567,05,07,06,PUYUSCA
568,05,07,07,SAN FRANCISCO DE RAVACAYCO
569,05,07,08,UPAHUACHO
570,05,08,00,PAUCAR DEL SARA SARA
571,05,08,01,PAUSA
572,05,08,02,COLTA
573,05,08,03,CORCULLA
574,05,08,04,LAMPA
575,05,08,05,MARCABAMBA
576,05,08,06,OYOLO
577,05,08,07,PARARCA
578,05,08,08,SAN JAVIER DE ALPABAMBA
579,05,08,09,SAN JOSE DE USHUA
580,05,08,10,SARA SARA
581,05,09,00,SUCRE
582,05,09,01,QUEROBAMBA
583,05,09,02,BELEN
584,05,09,03,CHALCOS
585,05,09,04,CHILCAYOC
586,05,09,05,HUACAÑA
587,05,09,06,MORCOLLA
588,05,09,07,PAICO
589,05,09,08,SAN PEDRO DE LARCAY
590,05,09,09,SAN SALVADOR DE QUIJE
591,05,09,10,SANTIAGO DE PAUCARAY
592,05,09,11,SORAS
593,05,10,00,VICTOR FAJARDO
594,05,10,01,HUANCAPI
595,05,10,02,ALCAMENCA
596,05,10,03,APONGO
597,05,10,04,ASQUIPATA
598,05,10,05,CANARIA
599,05,10,06,CAYARA
600,05,10,07,COLCA
601,05,10,08,HUAMANQUIQUIA
602,05,10,09,HUANCARAYLLA
603,05,10,10,HUAYA
604,05,10,11,SARHUA
605,05,10,12,VILCANCHOS
606,05,11,00,VILCAS HUAMAN
607,05,11,01,VILCAS HUAMAN
608,05,11,02,ACCOMARCA
609,05,11,03,CARHUANCA
610,05,11,04,CONCEPCION
611,05,11,05,HUAMBALPA
612,05,11,06,INDEPENDENCIA
613,05,11,07,SAURAMA
614,05,11,08,VISCHONGO
615,06,00,00,CAJAMARCA
616,06,01,00,CAJAMARCA
617,06,01,01,CAJAMARCA
618,06,01,02,ASUNCION
619,06,01,03,CHETILLA
620,06,01,04,COSPAN
621,06,01,05,ENCAÑADA
622,06,01,06,JESUS
623,06,01,07,LLACANORA
624,06,01,08,LOS BAÑOS DEL INCA
625,06,01,09,MAGDALENA
626,06,01,10,MATARA
627,06,01,11,NAMORA
628,06,01,12,SAN JUAN
629,06,02,00,CAJABAMBA
630,06,02,01,CAJABAMBA
631,06,02,02,CACHACHI
632,06,02,03,CONDEBAMBA
633,06,02,04,SITACOCHA
634,06,03,00,CELENDIN
635,06,03,01,CELENDIN
636,06,03,02,CHUMUCH
637,06,03,03,CORTEGANA
638,06,03,04,HUASMIN
639,06,03,05,JORGE CHAVEZ
640,06,03,06,JOSE GALVEZ
641,06,03,07,MIGUEL IGLESIAS
642,06,03,08,OXAMARCA
643,06,03,09,SOROCHUCO
644,06,03,10,SUCRE
645,06,03,11,UTCO
646,06,03,12,LA LIBERTAD DE PALLAN
647,06,04,00,CHOTA
648,06,04,01,CHOTA
649,06,04,02,ANGUIA
650,06,04,03,CHADIN
651,06,04,04,CHIGUIRIP
652,06,04,05,CHIMBAN
653,06,04,06,CHOROPAMPA
654,06,04,07,COCHABAMBA
655,06,04,08,CONCHAN
656,06,04,09,HUAMBOS
657,06,04,10,LAJAS
658,06,04,11,LLAMA
659,06,04,12,MIRACOSTA
660,06,04,13,PACCHA
661,06,04,14,PION
662,06,04,15,QUEROCOTO
663,06,04,16,SAN JUAN DE LICUPIS
664,06,04,17,TACABAMBA
665,06,04,18,TOCMOCHE
666,06,04,19,CHALAMARCA
667,06,05,00,CONTUMAZA
668,06,05,01,CONTUMAZA
669,06,05,02,CHILETE
670,06,05,03,CUPISNIQUE
671,06,05,04,GUZMANGO
672,06,05,05,SAN BENITO
673,06,05,06,SANTA CRUZ DE TOLED
674,06,05,07,TANTARICA
675,06,05,08,YONAN
676,06,06,00,CUTERVO
677,06,06,01,CUTERVO
678,06,06,02,CALLAYUC
679,06,06,03,CHOROS
680,06,06,04,CUJILLO
681,06,06,05,LA RAMADA
682,06,06,06,PIMPINGOS
683,06,06,07,QUEROCOTILLO
684,06,06,08,SAN ANDRES DE CUTERVO
685,06,06,09,SAN JUAN DE CUTERVO
686,06,06,10,SAN LUIS DE LUCMA
687,06,06,11,SANTA CRUZ
688,06,06,12,SANTO DOMINGO DE LA CAPILLA
689,06,06,13,SANTO TOMAS
690,06,06,14,SOCOTA
691,06,06,15,TORIBIO CASANOVA
692,06,07,00,HUALGAYOC
693,06,07,01,BAMBAMARCA
694,06,07,02,CHUGUR
695,06,07,03,HUALGAYOC
696,06,08,00,JAEN
697,06,08,01,JAEN
698,06,08,02,BELLAVISTA
699,06,08,03,CHONTALI
700,06,08,04,COLASAY
701,06,08,05,HUABAL
702,06,08,06,LAS PIRIAS
703,06,08,07,POMAHUACA
704,06,08,08,PUCARA
705,06,08,09,SALLIQUE
706,06,08,10,SAN FELIPE
707,06,08,11,SAN JOSE DEL ALTO
708,06,08,12,SANTA ROSA
709,06,09,00,SAN IGNACIO
710,06,09,01,SAN IGNACIO
711,06,09,02,CHIRINOS
712,06,09,03,HUARANGO
713,06,09,04,LA COIPA
